1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,90.0,112,327,-1,0
1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,95.0,98,310,-1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,92.5,-1,311,-1,0
1,0,0,1,0,0,1,0,0,0,0,0,3,2,0,92.5,113,326,-1,0
1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,99.75,101,315,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,95.0,101,327,-1,0
0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,93.75,106,326,-1,0
0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,93.75,106,326,-1,0
1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,92.75,107,320,-1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,87.5,-1,320,-1,0
1,1,0,0,0,0,0,0,1,0,0,0,3,2,0,95.75,-1,-1,-1,0
0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,90.0,108,325,-1,0
0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,88.25,-1,323,-1,0
0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,86.25,-1,-1,700,0
1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,90.0,112,-1,-1,0
1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,87.5,108,328,-1,0
0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,95.0,103,-1,-1,0
0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,90.0,108,-1,730,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,90.0,108,325,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,82.5,111,326,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,87.5,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,80.75,87,309,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,83.25,111,326,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,97.5,113,326,-1,0
0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,82.5,97,-1,-1,0
1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,75.0,113,326,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,91.75,86,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,90.0,102,325,-1,0
1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,87.5,108,-1,550,0
0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,84.34,103,322,-1,0
0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,92.5,102,322,-1,0
1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,90.0,102,-1,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,4,2,0,85.0,98,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,75.0,98,316,-1,0
0,1,1,0,0,0,0,0,0,0,0,0,4,2,0,82.5,97,-1,-1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,84.00000000000001,109,-1,-1,0
0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,79.5,-1,-1,-1,0
0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,82.5,95,313,-1,0
0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,94.5,104,-1,730,0
1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,88.0,104,-1,730,0
0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,82.5,97,318,-1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,85.0,-1,320,-1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,68.0,72,-1,-1,0
0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,90.0,86,314,-1,0
0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,87.0,104,321,-1,0
